,,8606,Kaytetye,
,,8699,"Arandic, nec",
,,8700,"Western Desert Language, nfd",
,,8703,Antikarinya,
,,8704,Kartujarra,
,,8705,Kukatha,
,,8706,Kukatja,
,,8707,Luritja,
,,8708,Manyjilyjarra,
,,8711,Martu Wangka,
,,8712,Ngaanyatjarra,
,,8713,Pintupi,
,,8714,Pitjantjatjara,
,,8715,Wangkajunga,
,,8716,Wangkatha,
,,8717,Warnman,
,,8718,Yankunytjatjara,
,,8721,Yulparija,
,,8799,"Western Desert Language, nec",
,,8800,"Kimberley Area Languages, nfd",
,,8801,Bardi,
,,8802,Bunuba,
,,8803,Gooniyandi,
,,8804,Miriwoong,
,,8805,Ngarinyin,
,,8806,Nyikina,
,,8807,Worla,
,,8808,Worrorra,
,,8811,Wunambal,
,,8812,Yawuru,
,,8899,"Kimberley Area Languages, nec",
,,8900,"Other Australian Indigenous Languages, nfd",
,,8901,Adnymathanha,
,,8902,Arabana,
,,8903,Bandjalang,
,,8904,Banyjima,
,,8905,Batjala,
,,8906,Bidjara,
,,8907,Dhanggatti,
,,8908,Diyari,
,,8911,Gamilaraay,
,,8912,Garrwa,
,,8913,Garuwali,
,,8914,Githabul,
,,8915,Gumbaynggir,
,,8916,Kanai,
,,8917,Karajarri,
,,8918,Kariyarra,
,,8921,Kaurna,
,,8922,Kayardild,
,,8923,Kija,
,,8924,Kriol,
,,8925,Lardil,
,,8926,Mangala,
,,8927,Muruwari,
,,8928,Narungga,
,,8931,Ngarluma,
,,8932,Ngarrindjeri,
,,8933,Nyamal,
,,8934,Nyangumarta,
,,8935,Nyungar,
,,8936,Paakantyi,
,,8937,Palyku/Nyiyaparli,
,,8938,Wajarri,
,,8941,Wiradjuri,
,,8942,Yanyuwa,
,,8943,Yindjibarndi,
,,8944,Yinhawangka,
,,8945,Yorta Yorta,
,,8998,"Aboriginal English, so described",
,,8999,"Other Australian Indigenous Languages, nec",
,,9000,"Other Languages, nfd",
,,9101,American Languages,
,,9200,"African Languages, nfd",
,,9201,Acholi,
,,9203,Akan,
,,9205,Mauritian Creole,
,,9206,Oromo,
,,9207,Shona,
,,9208,Somali,
,,9211,Swahili,
,,9212,Yoruba,
,,9213,Zulu,
,,9214,Amharic,
,,9215,Bemba,
,,9216,Dinka,
,,9217,Ewe,
,,9218,Ga,
,,9221,Harari,
,,9222,Hausa,
,,9223,Igbo,
,,9224,Kikuyu,
,,9225,Krio,
,,9226,Luganda,
,,9227,Luo,
,,9228,Ndebele,
,,9231,Nuer,
,,9232,Nyanja (Chichewa),
,,9233,Shilluk,
,,9234,Tigré,
,,9235,Tigrinya,
,,9236,Tswana,
,,9237,Xhosa,
,,9238,Seychelles Creole,
,,9299,"African Languages, nec",
,,9300,"Pacific Austronesian Languages, nfd",
,,9301,Fijian,
,,9302,Gilbertese,
,,9303,Maori (Cook Island),
,,9304,Maori (New Zealand),
,,9305,Motu,
,,9306,Nauruan,
,,9307,Niue,
,,9308,Samoan,
,,9311,Tongan,
,,9312,Rotuman,
,,9313,Tokelauan,
,,9314,Tuvaluan,
,,9315,Yapese,
,,9399,"Pacific Austronesian Languages, nec",
,,9400,"Oceanian Pidgins and Creoles, nfd",
,,9401,Tok Pisin,
,,9402,Bislama,
,,9403,Hawaiian English,
,,9404,Pitcairnese,
,,9405,Solomon Islands Pijin,
,,9499,"Oceanian Pidgins and Creoles, nec",
,,9500,"Papua New Guinea Papuan Languages, nfd",
,,9502,Kiwai,
,,9599,"Papua New Guinea Papuan Languages, nec",
,,9601,Invented Languages,
,,9700,"Sign Languages, nfd",
,,9701,Auslan,
,,9702,Makaton,
,,9799,"Sign Languages, nec",
AUCodeSets,Australian Standard Classification of Religious Groups (ASCRG),0001,Not Stated,
,,0002,"Religious Belief, nfd",
,,0003,Not Defined,
,,0004,"New Age, so described",
,,0005,Theism,
,,1011,Buddhism,
,,2000,"Christian, nfd",
,,2001,"Apostolic Church, so described",
,,2002,"Church of God, so described",
,,2003,"Australian Christian Churches, so described",
,,2004,"New Church Alliance, so described",
,,2010,"Anglican, nfd",
,,2012,Anglican Church of Australia,
,,2013,Anglican Catholic Church,
,,2031,Baptist,
,,2051,Brethren,
,,2071,Western Catholic,
,,2072,Maronite Catholic,
,,2073,Melkite Catholic,
,,2074,Ukrainian Catholic,
,,2075,Chaldean Catholic,
,,2079,"Catholic, nec",
,,2110,"Churches of Christ, nfd",
,,2111,Churches of Christ (Conference),
,,2112,Church of Christ (Nondenominational),
,,2113,International Church of Christ,
,,2131,Jehovah's Witnesses,
,,2150,"Church of Jesus Christ of Latter Day Saints, nfd",
,,2151,Church of Jesus Christ of LDS (Mormons),
,,2152,Community of Christ,
,,2171,Lutheran,
,,2210,"Oriental Orthodox, nfd",
,,2212,Armenian Apostolic,
,,2214,Coptic Orthodox Church,
,,2215,Syrian Orthodox Church,
,,2216,Ethiopian Orthodox Church,
,,2219,"Oriental Orthodox, nec",
,,2220,"Assyrian Apostolic, nfd",
,,2221,Assyrian Church of the East,
,,2222,Ancient Church of the East,
,,2229,"Assyrian Apostolic, nec",
,,2230,"Eastern Orthodox, nfd",
,,2231,Albanian Orthodox,
,,2232,Antiochian Orthodox,
,,2233,Greek Orthodox,
,,2234,Macedonian Orthodox,
,,2235,Romanian Orthodox,
,,2236,Russian Orthodox,
,,2237,Serbian Orthodox,
,,2238,Ukrainian Orthodox,
,,2239,"Eastern Orthodox, nec",
,,2250,"Presbyterian and Reformed, nfd",
,,2251,Presbyterian,
,,2252,Reformed,
,,2253,Free Reformed,
,,2271,Salvation Army,
,,2311,Seventh-day Adventist,
,,2331,Uniting Church,
,,2400,"Pentecostal, nfd",
,,2401,Apostolic Church (Australia),
,,2402,Assemblies of God,
,,2403,Bethesda Churches,
,,2404,Christian City Church,
,,2405,Christian Life Churches International,
,,2406,Christian Outreach Centres,
,,2407,Christian Revival Crusade,
,,2408,Faith Churches,
,,2411,Foursquare Gospel Church,
,,2412,Full Gospel Church,
,,2413,Revival Centres,
,,2414,Rhema Family Church,
,,2415,United Pentecostal,
,,2499,"Pentecostal, nec",
,,2800,"Other Protestant, nfd",
,,2801,Aboriginal Evangelical Missions,
,,2802,Born Again Christian,
,,2803,Christian and Missionary Alliance,
,,2804,Church of the Nazarene,
,,2805,Congregational,
,,2806,Ethnic Evangelical Churches,
,,2807,Independent Evangelical Churches,
,,2808,Wesleyan Methodist Church,
,,2899,"Other Protestant, nec",
,,2900,"Other Christian, nfd",
,,2901,Apostolic Church of Queensland,
,,2902,Christadelphians,
,,2903,Christian Science,
,,2904,Gnostic Christians,
,,2905,Liberal Catholic Church,
,,2906,New Apostolic Church,
,,2907,New Churches (Swedenborgian),
,,2908,Ratana (Maori),
,,2911,Religious Science,
,,2912,Religious Society of Friends (Quakers),
,,2913,Temple Society,
,,2914,Unitarian,
,,2915,Worldwide Church of God,
,,2999,"Other Christian, nec",
,,3011,Hinduism,
,,4011,Islam,
,,5011,Judaism,
,,6011,Australian Aboriginal Traditional Religions,
,,6031,Baha'i,
,,6050,"Chinese Religions, nfd",
,,6051,Ancestor Veneration,
,,6052,Confucianism,
,,6053,Taoism,
,,6059,"Chinese Religions, nec",
,,6071,Druse,
,,6110,"Japanese Religions, nfd",
,,6111,Shinto,
,,6112,Sukyo Mahikari,
,,6113,Tenrikyo,
,,6119,"Japanese Religions, nec",
,,6130,"Nature Religions, nfd",
,,6131,Animism,
,,6132,Druidism,
,,6133,Paganism,
,,6134,Pantheism,
,,6135,Wiccan/Witchcraft,
,,6139,"Nature Religions, nec",
,,6151,Sikhism,
,,6171,Spiritualism,
,,6991,Caodaism,
,,6992,Church of Scientology,
,,6993,Eckankar,
,,6994,Rastafarianism,
,,6995,Satanism,
,,6996,Theosophy,
,,6997,Jainism,
,,6998,Zoroastrianism,
,,6999,"Religious Groups, nec",
,,7010,"No Religion, nfd",
,,7011,Agnosticism,
,,7012,Atheism,
,,7013,Humanism,
,,7014,Rationalism,
AUCodeSets,Australian Standard Geographical Classification (ASGC),105051100,Botany Bay (C),
,,105054800,Leichhardt (A),
,,105055200,Marrickville (A),
,,105057201,Sydney (C) - Inner,
,,105057204,Sydney (C) - East,
,,105057205,Sydney (C) - South,
,,105057206,Sydney (C) - West,
,,105106550,Randwick (C),
,,105108050,Waverley (A),
,,105108500,Woollahra (A),
,,105154150,Hurstville (C),
,,105154450,Kogarah (A),
,,105156650,Rockdale (C),
,,105157151,Sutherland Shire (A) - East,
,,105157152,Sutherland Shire (A) - West,
,,105200351,Bankstown (C) - North-East,
,,105200353,Bankstown (C) - North-West,
,,105200355,Bankstown (C) - South,
,,105201550,Canterbury (C),
,,105252851,Fairfield (C) - East,
,,105252854,Fairfield (C) - West,
,,105254901,Liverpool (C) - East,
,,105254904,Liverpool (C) - West,
,,105301450,Camden (A),
,,105301501,Campbelltown (C) - North,
,,105301504,Campbelltown (C) - South,
,,105308400,Wollondilly (A),
,,105350150,Ashfield (A),
,,105351300,Burwood (A),
,,105351521,Canada Bay (A) - Concord,
,,105351524,Canada Bay (A) - Drummoyne,
,,105357100,Strathfield (A),
,,105400200,Auburn (A),
,,105403950,Holroyd (C),
,,105406251,Parramatta (C) - Inner,
,,105406252,Parramatta (C) - North-East,
,,105406253,Parramatta (C) - North-West,
,,105406254,Parramatta (C) - South,
,,105450900,Blue Mountains (C),
,,105453800,Hawkesbury (C),
,,105456351,Penrith (C) - East,
,,105456354,Penrith (C) - West,
,,105530751,Blacktown (C) - North,
,,105530752,Blacktown (C) - South-East,
,,105530753,Blacktown (C) - South-West,
,,105554100,Hunters Hill (A),
,,105554700,Lane Cove (A),
,,105555350,Mosman (A),
,,105555950,North Sydney (A),
,,105556700,Ryde (C),
,,105558250,Willoughby (C),
,,105600501,Baulkham Hills (A) - Central,
,,105600503,Baulkham Hills (A) - North,
,,105600505,Baulkham Hills (A) - South,
,,105604001,Hornsby (A) - North,
,,105604004,Hornsby (A) - South,
,,105604500,Ku-ring-gai (A),
,,105655150,Manly (A),
,,105656370,Pittwater (A),
,,105658000,Warringah (A),
,,105703101,Gosford (C) - East,
,,105703104,Gosford (C) - West,
,,105708551,Wyong (A) - North-East,
,,105708554,Wyong (A) - South and West,
,,110051720,Cessnock (C),
,,110054651,Lake Macquarie (C) - East,
,,110054653,Lake Macquarie (C) - North,
,,110054655,Lake Macquarie (C) - West,
,,110055050,Maitland (C),
,,110055903,Newcastle (C) - Inner City,
,,110055904,Newcastle (C) - Outer West,
,,110055905,Newcastle (C) - Throsby,
,,110056400,Port Stephens (A),
,,110102700,Dungog (A),
,,110103050,Gloucester (A),
,,110103400,Great Lakes (A),
,,110105650,Muswellbrook (A),
,,110107000,Singleton (A),
,,110107620,Upper Hunter Shire (A),
,,115054400,Kiama (A),
,,115056900,Shellharbour (C),
,,115058451,Wollongong (C) - Inner,
,,115058454,Wollongong (C) Bal,
,,115076951,Shoalhaven (C) - Pt A,
,,115106952,Shoalhaven (C) - Pt B,
,,115108350,Wingecarribee (A),
,,120057554,Tweed (A) - Tweed-Heads,
,,120057556,Tweed (A) - Tweed Coast,
,,120074851,Lismore (C) - Pt A,
,,120100250,Ballina (A),
,,120101350,Byron (A),
,,120104550,Kyogle (A),
,,120104854,Lismore (C) - Pt B,
,,120106611,Richmond Valley (A) - Casino,
,,120106612,Richmond Valley (A) Bal,
,,120107558,Tweed (A) - Pt B,
,,125011801,Coffs Harbour (C) - Pt A,
,,125036381,Port Macquarie-Hastings (A) - Pt A,
,,125050600,Bellingen (A),
,,125051736,Clarence Valley (A) - Coast,
,,125051737,Clarence Valley (A) - Grafton,
,,125051738,Clarence Valley (A) Bal,
,,125051804,Coffs Harbour (C) - Pt B,
,,125055700,Nambucca (A),
,,125103350,Greater Taree (C),
,,125104350,Kempsey (A),
,,125106385,Port Macquarie-Hastings (A) - Pt B,
,,125108859,Lord Howe Island,
,,130057311,Tamworth Regional (A) - Pt A,
,,130103550,Gunnedah (A),
,,130103660,Gwydir (A),
,,130104201,Inverell (A) - Pt A,
,,130104920,Liverpool Plains (A),
,,130107314,Tamworth Regional (A) - Pt B,
,,130150111,Armidale Dumaresq (A) - City,
,,130150112,Armidale Dumaresq (A) Bal,
,,130153010,Glen Innes Severn (A),
,,130153650,Guyra (A),
,,130154202,Inverell (A) - Pt B,
,,130157400,Tenterfield (A),
,,130157650,Uralla (A),
,,130157850,Walcha (A),
,,130205300,Moree Plains (A),
,,130205750,Narrabri (A),
,,135012601,Dubbo (C) - Pt A,
,,135052604,Dubbo (C) - Pt B,
,,135052950,Gilgandra (A),
,,135055271,Mid-Western Regional (A) - Pt A,
,,135055850,Narromine (A),
,,135058020,Warrumbungle Shire (A),
,,135058150,Wellington (A),
,,135100950,Bogan (A),
,,135102150,Coonamble (A),
,,135107900,Walgett (A),
,,135107950,Warren (A),
,,135151150,Bourke (A),
,,135151200,Brewarrina (A),
,,135151750,Cobar (A),
,,140030471,Bathurst Regional (A) - Pt A,
,,140070473,Bathurst Regional (A) - Pt B,
,,140070850,Blayney (A),
,,140071400,Cabonne (A),
,,140074870,Lithgow (C),
,,140075274,Mid-Western Regional (A) - Pt B,
,,140076100,Oberon (A),
,,140150800,Bland (A),
,,140152350,Cowra (A),
,,140152900,Forbes (A),
,,140154600,Lachlan (A),
,,140156200,Parkes (A),
,,140158100,Weddin (A),
,,140206150,Orange (C),
,,145056181,Palerang (A) - Pt A,
,,145056470,Queanbeyan (C),
,,145101050,Boorowa (A),
,,145103311,Goulburn Mulwaree (A) - Goulburn,
,,145103314,Goulburn Mulwaree (A) Bal,
,,145103700,Harden (A),
,,145106184,Palerang (A) - Pt B,
,,145107640,Upper Lachlan Shire (A),
,,145108710,Yass Valley (A),
,,145108750,Young (A),
,,145150550,Bega Valley (A),
,,145152750,Eurobodalla (A),
,,145201000,Bombala (A),
,,145202050,Cooma-Monaro (A),
,,145207050,Snowy River (A),
,,150057751,Wagga Wagga (C) - Pt A,
,,150102000,Coolamon (A),
,,150102200,Cootamundra (A),
,,150103500,Gundagai (A),
,,150104300,Junee (A),
,,150104950,Lockhart (A),
,,150105800,Narrandera (A),
,,150107350,Temora (A),
,,150107500,Tumut Shire (A),
,,150107754,Wagga Wagga (C) - Pt B,
,,150151600,Carrathool (A),
,,150153450,Griffith (C),
,,150153850,Hay (A),
,,150154750,Leeton (A),
,,150155550,Murrumbidgee (A),
,,155050050,Albury (C),
,,155053371,Greater Hume Shire (A) - Pt A,
,,155102300,Corowa Shire (A),
,,155103374,Greater Hume Shire (A) - Pt B,
,,155107450,Tumbarumba (A),
,,155107700,Urana (A),
,,155150650,Berrigan (A),
,,155151860,Conargo (A),
,,155152500,Deniliquin (A),
,,155154250,Jerilderie (A),
,,155155500,Murray (A),
,,155157800,Wakool (A),
,,155200300,Balranald (A),
,,155208200,Wentworth (A),
,,160101250,Broken Hill (C),
,,160101700,Central Darling (A),
,,160108809,Unincorp. Far West,
,,185019779,Off-Shore Areas and Migratory,
,,205054601,Melbourne (C) - Inner,
,,205054605,Melbourne (C) - S'bank-D'lands,
,,205054608,Melbourne (C) - Remainder,
,,205055901,Port Phillip (C) - St Kilda,
,,205055902,Port Phillip (C) - West,
,,205056351,Stonnington (C) - Prahran,
,,205057351,Yarra (C) - North,
,,205057352,Yarra (C) - Richmond,
,,205101181,Brimbank (C) - Keilor,
,,205101182,Brimbank (C) - Sunshine,
,,205103111,Hobsons Bay (C) - Altona,
,,205103112,Hobsons Bay (C) - Williamstown,
,,205104330,Maribyrnong (C),
,,205105063,Moonee Valley (C) - Essendon,
,,205105065,Moonee Valley (C) - West,
,,205204651,Melton (S) - East,
,,205204654,Melton (S) Bal,
,,205207261,Wyndham (C) - North,
,,205207264,Wyndham (C) - South,
,,205207267,Wyndham (C) - West,
,,205255251,Moreland (C) - Brunswick,
,,205255252,Moreland (C) - Coburg,
,,205255253,Moreland (C) - North,
,,205300661,Banyule (C) - Heidelberg,
,,205300662,Banyule (C) - North,
,,205301891,Darebin (C) - Northcote,
,,205301892,Darebin (C) - Preston,
,,205353271,Hume (C) - Broadmeadows,
,,205353274,Hume (C) - Craigieburn,
,,205353275,Hume (C) - Sunbury,
,,205405713,Nillumbik (S) - South,
,,205405715,Nillumbik (S) - South-West,
,,205405718,Nillumbik (S) Bal,
,,205407071,Whittlesea (C) - North,
,,205407075,Whittlesea (C) - South-East,
,,205407076,Whittlesea (C) - South-West,
,,205451111,Boroondara (C) - Camberwell N.,
,,205451112,Boroondara (C) - Camberwell S.,
,,205451113,Boroondara (C) - Hawthorn,
,,205451114,Boroondara (C) - Kew,
,,205504211,Manningham (C) - East,
,,205504214,Manningham (C) - West,
,,205504971,Monash (C) - South-West,
,,205504974,Monash (C) - Waverley East,
,,205504975,Monash (C) - Waverley West,
,,205506981,Whitehorse (C) - Box Hill,
,,205506984,Whitehorse (C) - Nunawading E.,
,,205506985,Whitehorse (C) - Nunawading W.,
,,205553672,Knox (C) - North-East,
,,205553673,Knox (C) - North-West,
,,205553674,Knox (C) - South,
,,205554411,Maroondah (C) - Croydon,
,,205554412,Maroondah (C) - Ringwood,
,,205607451,Yarra Ranges (S) - Central,
,,205607452,Yarra Ranges (S) - Dandenongs,
,,205607453,Yarra Ranges (S) - Lilydale,
,,205607454,Yarra Ranges (S) - North,
,,205607456,Yarra Ranges (S) - Seville,
,,205650911,Bayside (C) - Brighton,
,,205650912,Bayside (C) - South,
,,205652311,Glen Eira (C) - Caulfield,
,,205652314,Glen Eira (C) - South,
,,205653431,Kingston (C) - North,
,,205653434,Kingston (C) - South,
,,205656352,Stonnington (C) - Malvern,
,,205752671,Gr. Dandenong (C) - Dandenong,
,,205752674,Gr. Dandenong (C) Bal,
,,205801452,Cardinia (S) - North,
,,205801453,Cardinia (S) - Pakenham,
,,205801454,Cardinia (S) - South,
,,205801612,Casey (C) - Berwick,
,,205801613,Casey (C) - Cranbourne,
,,205801616,Casey (C) - Hallam,
,,205801618,Casey (C) - South,
,,205852171,Frankston (C) - East,
,,205852174,Frankston (C) - West,
,,205905341,Mornington P'sula (S) - East,
,,205905344,Mornington P'sula (S) - South,
,,205905345,Mornington P'sula (S) - West,
,,210052751,Bellarine - Inner,
,,210052752,Corio - Inner,
,,210052753,Geelong,
,,210052754,Geelong West,
,,210052755,Newtown,
,,210052756,South Barwon - Inner,
,,210102757,Greater Geelong (C) - Pt B,
,,210106080,Queenscliffe (B),
,,210106493,Surf Coast (S) - East,
,,210106495,Surf Coast (S) - West,
,,210151751,Colac-Otway (S) - Colac,
,,210151754,Colac-Otway (S) - North,
,,210151755,Colac-Otway (S) - South,
,,210152491,Golden Plains (S) - North-West,
,,210152492,Golden Plains (S) - South-East,
,,210152758,Greater Geelong (C) - Pt C,
,,215016730,Warrnambool (C),
,,215051831,Corangamite (S) - North,
,,215051832,Corangamite (S) - South,
,,215055491,Moyne (S) - North-East,
,,215055493,Moyne (S) - North-West,
,,215055496,Moyne (S) - South,
,,215058469,Lady Julia Percy Island,
,,215102411,Glenelg (S) - Heywood,
,,215102412,Glenelg (S) - North,
,,215102413,Glenelg (S) - Portland,
,,215106261,S. Grampians (S) - Hamilton,
,,215106264,S. Grampians (S) - Wannon,
,,215106265,S. Grampians (S) Bal,
,,220050571,Ballarat (C) - Central,
,,220050572,Ballarat (C) - Inner North,
,,220050573,Ballarat (C) - North,
,,220050574,Ballarat (C) - South,
,,220102911,Hepburn (S) - East,
,,220102912,Hepburn (S) - West,
,,220105151,Moorabool (S) - Bacchus Marsh,
,,220105154,Moorabool (S) - Ballan,
,,220105155,Moorabool (S) - West,
,,220150260,Ararat (RC),
,,220155991,Pyrenees (S) - North,
,,220155994,Pyrenees (S) - South,
,,225053191,Horsham (RC) - Central,
,,225053194,Horsham (RC) Bal,
,,225055811,N. Grampians (S) - St Arnaud,
,,225055814,N. Grampians (S) - Stawell,
,,225056890,West Wimmera (S),
,,225102980,Hindmarsh (S),
,,225107631,Yarriambiack (S) - North,
,,225107632,Yarriambiack (S) - South,
,,230054781,Mildura (RC) - Pt A,
,,230101271,Buloke (S) - North,
,,230101272,Buloke (S) - South,
,,230104782,Mildura (RC) - Pt B,
,,230152250,Gannawarra (S),
,,230156611,Swan Hill (RC) - Central,
,,230156614,Swan Hill (RC) - Robinvale,
,,230156616,Swan Hill (RC) Bal,
,,235052621,Gr. Bendigo (C) - Central,
,,235052622,Gr. Bendigo (C) - Eaglehawk,
,,235052623,Gr. Bendigo (C) - Inner East,
,,235052624,Gr. Bendigo (C) - Inner North,
,,235052625,Gr. Bendigo (C) - Inner West,
,,235052626,Gr. Bendigo (C) - S'saye,
,,235101671,C. Goldfields (S) - M'borough,
,,235101674,C. Goldfields (S) Bal,
,,235102628,Gr. Bendigo (C) - Pt B,
,,235103943,Loddon (S) - North,
,,235103945,Loddon (S) - South,
,,235105431,Mount Alexander (S) - C'maine,
,,235105434,Mount Alexander (S) Bal,
,,235204131,Macedon Ranges (S) - Kyneton,
,,235204134,Macedon Ranges (S) - Romsey,
,,235204135,Macedon Ranges (S) Bal,
,,240052831,Gr. Shepparton (C) - Pt A,
,,240101371,Campaspe (S) - Echuca,
,,240101374,Campaspe (S) - Kyabram,
,,240101375,Campaspe (S) - Rochester,
,,240101376,Campaspe (S) - South,
,,240102834,Gr. Shepparton (C) - Pt B East,
,,240102835,Gr. Shepparton (C) - Pt B West,
,,240104901,Moira (S) - East,
,,240104904,Moira (S) - West,
,,240151011,Benalla (RC) - Benalla,
,,240151014,Benalla (RC) Bal,
,,240154250,Mansfield (S),
,,240156430,Strathbogie (S),
,,240158249,Mount Buller Alpine Resort,
,,240158349,Mount Stirling Alpine Resort,
,,240204851,Mitchell (S) - North,
,,240204854,Mitchell (S) - South,
,,240205621,Murrindindi (S) - East,
,,240205622,Murrindindi (S) - West,
,,240208149,Lake Mountain Alpine Resort,
,,245053351,Indigo (S) - Pt A,
,,245056671,Towong (S) - Pt A,
,,245057170,Wodonga (RC),
,,245103352,Indigo (S) - Pt B,
,,245106701,Wangaratta (RC) - Central,
,,245106704,Wangaratta (RC) - North,
,,245106705,Wangaratta (RC) - South,
,,245150111,Alpine (S) - East,
,,245150112,Alpine (S) - West,
,,245156672,Towong (S) - Pt B,
,,245158109,Falls Creek Alpine Resort,
,,245158309,Mount Hotham Alpine Resort,
,,250052111,E. Gippsland (S) - Bairnsdale,
,,250052113,E. Gippsland (S) - Orbost,
,,250052115,E. Gippsland (S) - South-West,
,,250052117,E. Gippsland (S) Bal,
,,250156811,Wellington (S) - Alberton,
,,250156812,Wellington (S) - Avon,
,,250156813,Wellington (S) - Maffra,
,,250156814,Wellington (S) - Rosedale,
,,250156815,Wellington (S) - Sale,
,,255050831,Baw Baw (S) - Pt A,
,,255053811,Latrobe (C) - Moe,
,,255053814,Latrobe (C) - Morwell,
,,255053815,Latrobe (C) - Traralgon,
,,255053818,Latrobe (C) Bal,
,,255100834,Baw Baw (S) - Pt B East,
,,255100835,Baw Baw (S) - Pt B West,
,,255107458,Yarra Ranges (S) - Pt B,
,,255108209,Mount Baw Baw Alpine Resort,
,,255200741,Bass Coast (S) - Phillip Is.,
,,255200744,Bass Coast (S) Bal,
,,255206171,South Gippsland (S) - Central,
,,255206174,South Gippsland (S) - East,
,,255206175,South Gippsland (S) - West,
,,255208529,French Island,
,,255208649,Bass Strait Islands,
,,285019779,Off-Shore Areas and Migratory,
,,305011067,Bowen Hills,
,,305011143,City - Inner,
,,305011146,City - Remainder,
,,305011187,Dutton Park,
,,305011227,Fortitude Valley,
,,305011274,Herston,
,,305011277,Highgate Hill,
,,305011304,Kangaroo Point,
,,305011315,Kelvin Grove,
,,305011378,Milton,
,,305011421,New Farm,
,,305011427,Newstead,
,,305011454,Paddington,
,,305011481,Red Hill,
,,305011525,South Brisbane,
,,305011528,Spring Hill,
,,305011607,West End,
,,305011631,Woolloongabba,
,,305031004,Albion,
,,305031007,Alderley,
,,305031026,Ascot,
,,305031031,Ashgrove,
,,305031048,Bardon,
,,305031132,Chelmer,
,,305031151,Clayfield,
,,305031162,Corinda,
,,305031206,Enoggera,
,,305031241,Graceville,
,,305031244,Grange,
,,305031255,Hamilton,
,,305031271,Hendra,
,,305031293,Indooroopilly,
,,305031312,Kedron,
,,305031345,Lutwyche,
,,305031424,Newmarket,
,,305031446,Nundah,
,,305031506,St Lucia,
,,305031522,Sherwood,
,,305031533,Stafford,
,,305031536,Stafford Heights,
,,305031558,Taringa,
,,305031574,Toowong,
,,305031618,Wilston,
,,305031623,Windsor,
,,305031634,Wooloowin,
,,305071018,Anstead,
,,305071034,Aspley,
,,305071037,Bald Hills,
,,305071045,Banyo,
,,305071053,Bellbowrie,
,,305071064,Boondall,
,,305071072,Bracken Ridge,
,,305071075,Bridgeman Downs,
,,305071078,Brighton,
,,305071084,Brookfield (incl. Brisbane Forest Park),
,,305071121,Carseldine,
,,305071127,Chapel Hill,
,,305071135,Chermside,
,,305071138,Chermside West,
,,305071167,Darra-Sumner,
,,305071173,Deagon,
,,305071176,Doolandella-Forest Lake,
,,305071184,Durack,
,,305071203,Ellen Grove,
,,305071211,Everton Park,
,,305071217,Ferny Grove,
,,305071222,Fig Tree Pocket,
,,305071236,Geebung,
,,305071288,Inala,
,,305071296,Jamboree Heights,
,,305071301,Jindalee,
,,305071306,Karana Downs-Lake Manchester,
,,305071318,Kenmore,
,,305071323,Kenmore Hills,
,,305071326,Keperra,
,,305071353,McDowall,
,,305071375,Middle Park,
,,305071383,Mitchelton,
,,305071386,Moggill,
,,305071408,Mount Ommaney,
,,305071435,Northgate,
,,305071442,Nudgee,
,,305071451,Oxley,
,,305071465,Pinjarra Hills,
,,305071467,Pinkenba-Eagle Farm,
,,305071473,Pullenvale,
,,305071484,Richlands,
,,305071487,Riverhills,
,,305071514,Sandgate,
,,305071517,Seventeen Mile Rocks,
,,305071556,Taigum-Fitzgibbon,
,,305071567,The Gap,
,,305071585,Upper Kedron,
,,305071593,Virginia,
,,305071596,Wacol,
,,305071604,Wavell Heights,
,,305071612,Westlake,
,,305071653,Zillmere,
,,305091015,Annerley,
,,305091042,Balmoral,
,,305091086,Bulimba,
,,305091097,Camp Hill,
,,305091102,Cannon Hill,
,,305091108,Carindale,
,,305091113,Carina,
,,305091116,Carina Heights,
,,305091157,Coorparoo,
,,305091195,East Brisbane,
,,305091214,Fairfield,
,,305091247,Greenslopes,
,,305091258,Hawthorne,
,,305091282,Holland Park,
,,305091285,Holland Park West,
,,305091391,Moorooka,
,,305091397,Morningside,
,,305091432,Norman Park,
,,305091563,Tarragindi,
,,305091645,Yeerongpilly,
,,305091648,Yeronga,
,,305111001,Acacia Ridge,
,,305111012,Algester,
,,305111023,Archerfield,
,,305111057,Belmont-Mackenzie,
,,305111091,Burbank,
,,305111094,Calamvale,
,,305111123,Chandler-Capalaba West,
,,305111154,Coopers Plains,
,,305111198,Eight Mile Plains,
,,305111251,Gumdale-Ransome,
,,305111265,Hemmant-Lytton,
,,305111331,Kuraby,
,,305111337,Lota,
,,305111356,MacGregor,
,,305111364,Manly,
,,305111367,Manly West,
,,305111372,Mansfield,
,,305111394,Moreton Island,
,,305111402,Mount Gravatt,
,,305111405,Mount Gravatt East,
,,305111413,Murarrie,
,,305111416,Nathan,
,,305111456,Pallara-Heathwood-Larapinta,
,,305111463,Parkinson-Drewvale,
,,305111492,Robertson,
,,305111495,Rochedale,
,,305111498,Rocklea,
,,305111503,Runcorn,
,,305111511,Salisbury,
,,305111541,Stretton-Karawatha,
,,305111547,Sunnybank,
,,305111552,Sunnybank Hills,
,,305111571,Tingalpa,
,,305111588,Upper Mount Gravatt,
,,305111601,Wakerley,
,,305111615,Willawong,
,,305111626,Wishart,
,,305111637,Wynnum,
,,305111642,Wynnum West,
,,305205019,Bribie Island,
,,305205021,Burpengary-Narangba,
